"Angel","/Users/e28118/venvs/mysticsymbot/rsrc/images/Angel.png"
"Mindful Footprint","/Users/e28118/venvs/mysticsymbot/rsrc/images/Mindful_Footprint.png"
"Solar Eye","/Users/e28118/venvs/mysticsymbot/rsrc/images/Solar_eye.png"
